,Sample,CloudPercenatge,sample_std
3610,target_33VVG_2018-04-21_2018-09-17_3257_3385_2617_2745_50_130_40_120.npz,64.0,0.051
3611,target_33VVG_2018-04-21_2018-09-17_3513_3641_1209_1337_54_134_18_98.npz,62.0,0.059
3612,target_33VVG_2018-04-21_2018-09-17_3513_3641_4537_4665_54_134_70_150.npz,67.0,0.051
3613,target_33VVG_2018-04-21_2018-09-17_3641_3769_4025_4153_56_136_62_142.npz,59.0,0.06
3614,target_33VVG_2018-04-21_2018-09-17_3769_3897_1977_2105_58_138_30_110.npz,57.0,0.067
3615,target_33VVG_2018-04-21_2018-09-17_4025_4153_2233_2361_62_142_34_114.npz,66.0,0.06
3616,target_33VVG_2018-04-21_2018-09-17_4025_4153_569_697_62_142_8_88.npz,63.0,0.052
3617,target_33VVG_2018-04-21_2018-09-17_4281_4409_2105_2233_66_146_32_112.npz,60.0,0.032
3618,target_33VVG_2018-04-21_2018-09-17_441_569_2873_3001_6_86_44_124.npz,66.0,0.06
3619,target_33VVG_2018-04-21_2018-09-17_4537_4665_1721_1849_70_150_26_106.npz,62.0,0.062
3620,target_33VVG_2018-04-21_2018-09-17_4921_5049_185_313_76_156_2_82.npz,59.0,0.044
3621,target_33VVG_2018-04-21_2018-09-17_5177_5305_185_313_80_160_2_82.npz,59.0,0.059
3622,target_33VVG_2018-04-21_2018-09-17_569_697_3769_3897_8_88_58_138.npz,65.0,0.051
3623,target_33VVG_2018-04-26_2018-09-22_3769_3897_1721_1849_58_138_26_106.npz,48.0,0.044
3624,target_33VVG_2018-04-26_2018-09-22_4409_4537_1849_1977_68_148_28_108.npz,62.0,0.07
3625,target_33VVG_2018-05-01_2018-09-27_1337_1465_4665_4793_20_100_72_152.npz,62.0,0.039
3626,target_33VVG_2018-05-01_2018-09-27_1465_1593_3897_4025_22_102_60_140.npz,61.0,0.032
3627,target_33VVG_2018-05-01_2018-09-27_1849_1977_2105_2233_28_108_32_112.npz,63.0,0.036
3628,target_33VVG_2018-05-01_2018-09-27_185_313_3001_3129_2_82_46_126.npz,68.0,0.049
3629,target_33VVG_2018-05-01_2018-09-27_3129_3257_3001_3129_48_128_46_126.npz,64.0,0.049
3630,target_33VVG_2018-05-01_2018-09-27_3257_3385_569_697_50_130_8_88.npz,62.0,0.046
3631,target_33VVG_2018-05-01_2018-09-27_3385_3513_4793_4921_52_132_74_154.npz,64.0,0.051
3632,target_33VVG_2018-05-01_2018-09-27_3513_3641_185_313_54_134_2_82.npz,59.0,0.06
3633,target_33VVG_2018-05-01_2018-09-27_3897_4025_441_569_60_140_6_86.npz,57.0,0.053
3634,target_33VVG_2018-05-01_2018-09-27_4665_4793_697_825_72_152_10_90.npz,62.0,0.044
3635,target_33VVG_2018-05-01_2018-09-27_4921_5049_4409_4537_76_156_68_148.npz,57.0,0.086
3636,target_33VVG_2018-05-01_2018-09-27_5177_5305_569_697_80_160_8_88.npz,54.0,0.03
3637,target_33VVG_2018-05-01_2018-09-27_5305_5433_953_1081_82_162_14_94.npz,59.0,0.039
3638,target_33VVG_2018-05-01_2018-09-27_569_697_3385_3513_8_88_52_132.npz,66.0,0.044
3639,target_33VVG_2018-05-06_2018-10-02_2617_2745_1465_1593_40_120_22_102.npz,63.0,0.053
3640,target_33VVG_2018-05-06_2018-10-02_3769_3897_1465_1593_58_138_22_102.npz,60.0,0.069
3641,target_33VVG_2018-05-06_2018-10-02_5305_5433_1721_1849_82_162_26_106.npz,62.0,0.048
3642,target_33VVG_2018-05-11_2018-10-07_185_313_3129_3257_2_82_48_128.npz,63.0,0.064
3643,target_33VVG_2018-05-11_2018-10-07_2873_3001_1209_1337_44_124_18_98.npz,59.0,0.048
3644,target_33VVG_2018-05-11_2018-10-07_313_441_4665_4793_4_84_72_152.npz,60.0,0.032
3645,target_33VVG_2018-05-11_2018-10-07_4409_4537_2745_2873_68_148_42_122.npz,67.0,0.06
3646,target_33VVG_2018-05-16_2018-10-12_5049_5177_4281_4409_78_158_66_146.npz,64.0,0.109
3647,target_33VVG_2018-05-26_2018-10-22_3001_3129_4537_4665_46_126_70_150.npz,67.0,0.046
3648,target_33VVG_2018-05-26_2018-10-22_3897_4025_5305_5433_60_140_82_162.npz,60.0,0.042
3649,target_33VVG_2018-05-26_2018-10-22_5305_5433_3897_4025_82_162_60_140.npz,69.0,0.041
3650,target_33VVG_2018-05-31_2018-10-27_2361_2489_4025_4153_36_116_62_142.npz,60.0,0.054
3651,target_33VVG_2018-05-31_2018-10-27_4025_4153_1337_1465_62_142_20_100.npz,64.0,0.049
3652,target_33VVG_2018-05-31_2018-10-27_5177_5305_1849_1977_80_160_28_108.npz,62.0,0.035
3653,target_33VWE_2018-03-29_2018-08-25_1465_1593_1337_1465_22_102_20_100.npz,51.0,0.045
3654,target_33VWE_2018-03-29_2018-08-25_2233_2361_697_825_34_114_10_90.npz,53.0,0.045
3655,target_33VWE_2018-04-28_2018-09-24_1209_1337_313_441_18_98_4_84.npz,56.0,0.061
3656,target_33VWE_2018-05-03_2018-09-29_4793_4921_3385_3513_74_154_52_132.npz,49.0,0.037
3657,target_33VWE_2018-05-23_2018-10-19_313_441_57_185_4_84_0_80.npz,61.0,0.047
3658,target_33VWE_2018-05-28_2018-10-24_1721_1849_1593_1721_26_106_24_104.npz,58.0,0.024
3659,target_33VXG_2018-03-26_2018-08-22_3257_3385_3385_3513_50_130_52_132.npz,50.0,0.08
3660,target_33VXG_2018-04-05_2018-09-01_1465_1593_2745_2873_22_102_42_122.npz,55.0,0.059
3661,target_33VXG_2018-04-05_2018-09-01_2105_2233_4921_5049_32_112_76_156.npz,53.0,0.055
3662,target_33VXG_2018-04-05_2018-09-01_2617_2745_5177_5305_40_120_80_160.npz,53.0,0.06
3663,target_33VXG_2018-04-05_2018-09-01_313_441_2233_2361_4_84_34_114.npz,57.0,0.071
3664,target_33VXG_2018-04-05_2018-09-01_3641_3769_5305_5433_56_136_82_162.npz,59.0,0.047
3665,target_33VXG_2018-04-05_2018-09-01_3897_4025_4921_5049_60_140_76_156.npz,53.0,0.046
3666,target_33VXG_2018-04-05_2018-09-01_4025_4153_4025_4153_62_142_62_142.npz,57.0,0.042
3667,target_33VXG_2018-04-15_2018-09-11_1977_2105_5305_5433_30_110_82_162.npz,57.0,0.079
3668,target_33VXG_2018-04-15_2018-09-11_2233_2361_2617_2745_34_114_40_120.npz,69.0,0.083
3669,target_33VXG_2018-04-15_2018-09-11_2617_2745_1849_1977_40_120_28_108.npz,67.0,0.08
3670,target_33VXG_2018-04-15_2018-09-11_3001_3129_4409_4537_46_126_68_148.npz,66.0,0.063
3671,target_33VXG_2018-04-15_2018-09-11_5049_5177_4537_4665_78_158_70_150.npz,59.0,0.027
3672,target_33VXG_2018-04-25_2018-09-21_1081_1209_3257_3385_16_96_50_130.npz,59.0,0.069
3673,target_33VXG_2018-04-25_2018-09-21_1081_1209_3513_3641_16_96_54_134.npz,54.0,0.046
3674,target_33VXG_2018-04-25_2018-09-21_1081_1209_4025_4153_16_96_62_142.npz,60.0,0.064
3675,target_33VXG_2018-04-25_2018-09-21_1337_1465_4921_5049_20_100_76_156.npz,60.0,0.044
3676,target_33VXG_2018-04-25_2018-09-21_1849_1977_5177_5305_28_108_80_160.npz,59.0,0.08
3677,target_33VXG_2018-04-25_2018-09-21_185_313_3001_3129_2_82_46_126.npz,61.0,0.055
3678,target_33VXG_2018-04-25_2018-09-21_2361_2489_4921_5049_36_116_76_156.npz,61.0,0.058
3679,target_33VXG_2018-04-30_2018-09-26_1721_1849_2489_2617_26_106_38_118.npz,68.0,0.079
3680,target_33VXG_2018-04-30_2018-09-26_3257_3385_5049_5177_50_130_78_158.npz,57.0,0.041
3681,target_33VXG_2018-04-30_2018-09-26_3641_3769_4537_4665_56_136_70_150.npz,59.0,0.047
3682,target_33VXG_2018-04-30_2018-09-26_953_1081_2745_2873_14_94_42_122.npz,64.0,0.065
3683,target_33VXG_2018-05-05_2018-10-01_2105_2233_4409_4537_32_112_68_148.npz,64.0,0.058
3684,target_33VXG_2018-05-05_2018-10-01_569_697_4025_4153_8_88_62_142.npz,62.0,0.056
3685,target_33VXG_2018-05-05_2018-10-01_953_1081_2873_3001_14_94_44_124.npz,58.0,0.063
3686,target_33VXG_2018-05-10_2018-10-06_2745_2873_1721_1849_42_122_26_106.npz,69.0,0.069
3687,target_33VXG_2018-05-15_2018-10-11_569_697_3385_3513_8_88_52_132.npz,62.0,0.067
3688,target_33VXG_2019-05-10_2019-10-06_1593_1721_2361_2489_24_104_36_116.npz,54.0,0.065
3689,target_33VXG_2019-05-10_2019-10-06_3385_3513_3129_3257_52_132_48_128.npz,56.0,0.053
3690,target_33VXG_2019-05-20_2019-10-16_1593_1721_4153_4281_24_104_64_144.npz,48.0,0.046
3691,target_33VXG_2019-05-20_2019-10-16_3385_3513_2617_2745_52_132_40_120.npz,49.0,0.052
3692,target_33VXH_2018-03-29_2018-08-25_2361_2489_1081_1209_36_116_16_96.npz,57.0,0.058
3693,target_33VXH_2018-04-18_2018-09-14_4153_4281_3001_3129_64_144_46_126.npz,56.0,0.057
3694,target_33VXH_2018-04-28_2018-09-24_3897_4025_1465_1593_60_140_22_102.npz,55.0,0.052
3695,target_33VXH_2018-05-28_2018-10-24_3641_3769_185_313_56_136_2_82.npz,59.0,0.053
3696,target_33VXH_2018-06-07_2018-11-03_3897_4025_569_697_60_140_8_88.npz,64.0,0.066
3697,target_33VXH_2018-06-07_2018-11-03_5049_5177_185_313_78_158_2_82.npz,64.0,0.043
3698,target_33VXH_2018-06-17_2018-11-13_2361_2489_569_697_36_116_8_88.npz,68.0,0.06
3699,target_33VXH_2018-06-27_2018-11-23_5177_5305_57_185_80_160_0_80.npz,68.0,0.066
3700,target_34SEJ_2017-07-04_2017-11-30_2489_2617_569_697_38_118_8_88.npz,24.0,0.058
3701,target_34SEJ_2017-07-04_2017-11-30_5049_5177_697_825_78_158_10_90.npz,30.0,0.038
3702,target_34SEJ_2017-07-14_2017-12-10_2105_2233_3641_3769_32_112_56_136.npz,26.0,0.012
3703,target_34SEJ_2017-08-03_2017-12-30_2105_2233_3385_3513_32_112_52_132.npz,33.0,0.02
3704,target_34SEJ_2017-09-02_2018-01-29_1337_1465_2873_3001_20_100_44_124.npz,71.0,0.032
3705,target_34SEJ_2017-09-02_2018-01-29_1337_1465_3001_3129_20_100_46_126.npz,68.0,0.023
3706,target_34SEJ_2017-09-02_2018-01-29_2233_2361_825_953_34_114_12_92.npz,64.0,0.085
3707,target_34SEJ_2017-09-02_2018-01-29_569_697_185_313_8_88_2_82.npz,70.0,0.104
3708,target_34SEJ_2017-09-02_2018-01-29_569_697_3641_3769_8_88_56_136.npz,62.0,0.094
3709,target_34SEJ_2017-09-02_2018-01-29_825_953_4153_4281_12_92_64_144.npz,45.0,0.013
3710,target_34SEJ_2017-09-12_2018-02-08_1721_1849_4665_4793_26_106_72_152.npz,66.0,0.028
3711,target_34SEJ_2017-09-12_2018-02-08_2617_2745_825_953_40_120_12_92.npz,74.0,0.132
3712,target_34SEJ_2017-09-12_2018-02-08_2745_2873_57_185_42_122_0_80.npz,73.0,0.099
3713,target_34SEJ_2017-09-12_2018-02-08_953_1081_3001_3129_14_94_46_126.npz,71.0,0.015
3714,target_34SEJ_2017-09-22_2018-02-18_569_697_3769_3897_8_88_58_138.npz,73.0,0.042
3715,target_34SEJ_2017-09-22_2018-02-18_57_185_57_185_0_80_0_80.npz,76.0,0.075
3716,target_34SEJ_2017-09-22_2018-02-18_697_825_4025_4153_10_90_62_142.npz,63.0,0.058
3717,target_34SEJ_2017-09-22_2018-02-18_825_953_4281_4409_12_92_66_146.npz,60.0,0.017
3718,target_34SEJ_2017-10-02_2018-02-28_2489_2617_4921_5049_38_118_76_156.npz,54.0,0.022
3719,target_34SEJ_2017-10-02_2018-02-28_3769_3897_1593_1721_58_138_24_104.npz,65.0,0.051
3720,target_34SEJ_2017-10-02_2018-02-28_4793_4921_441_569_74_154_6_86.npz,60.0,0.088
3721,target_34SEJ_2017-10-12_2018-03-10_1721_1849_4281_4409_26_106_66_146.npz,61.0,0.024
3722,target_34SEJ_2017-10-12_2018-03-10_2233_2361_4537_4665_34_114_70_150.npz,56.0,0.019
3723,target_34SEJ_2017-10-12_2018-03-10_4153_4281_825_953_64_144_12_92.npz,65.0,0.097
3724,target_34SEJ_2017-10-22_2018-03-20_1849_1977_3513_3641_28_108_54_134.npz,62.0,0.017
3725,target_34SEJ_2017-10-22_2018-03-20_1977_2105_4025_4153_30_110_62_142.npz,61.0,0.022
3726,target_34SEJ_2017-10-22_2018-03-20_2233_2361_3897_4025_34_114_60_140.npz,58.0,0.023
3727,target_34SEJ_2017-10-22_2018-03-20_4025_4153_569_697_62_142_8_88.npz,63.0,0.038
3728,target_34SEJ_2017-10-22_2018-03-20_5177_5305_569_697_80_160_8_88.npz,60.0,0.071
3729,target_34SEJ_2017-11-01_2018-03-30_2233_2361_3641_3769_34_114_56_136.npz,55.0,0.024
3730,target_34SEJ_2017-11-01_2018-03-30_2617_2745_4153_4281_40_120_64_144.npz,51.0,0.019
3731,target_34SEJ_2017-11-11_2018-04-09_4537_4665_5177_5305_70_150_80_160.npz,54.0,0.058
3732,target_34SEJ_2017-11-21_2018-04-19_2233_2361_4793_4921_34_114_74_154.npz,46.0,0.038
3733,target_34SEJ_2017-11-21_2018-04-19_2489_2617_4793_4921_38_118_74_154.npz,42.0,0.021
3734,target_34SEJ_2017-11-26_2018-04-24_2361_2489_4537_4665_36_116_70_150.npz,42.0,0.045
3735,target_34SEJ_2017-12-01_2018-04-29_4025_4153_3769_3897_62_142_58_138.npz,52.0,0.065
3736,target_34SEJ_2017-12-11_2018-05-09_1081_1209_5305_5433_16_96_82_162.npz,37.0,0.026
3737,target_34SEJ_2017-12-11_2018-05-09_2361_2489_4921_5049_36_116_76_156.npz,45.0,0.033
3738,target_34SEJ_2017-12-21_2018-05-19_1721_1849_4153_4281_26_106_64_144.npz,39.0,0.043
3739,target_34SEJ_2018-02-19_2018-07-18_1593_1721_3385_3513_24_104_52_132.npz,14.0,0.02
3740,target_34SEJ_2018-02-19_2018-07-18_2233_2361_4025_4153_34_114_62_142.npz,14.0,0.017
3741,target_34SEJ_2018-02-19_2018-07-18_2361_2489_3769_3897_36_116_58_138.npz,20.0,0.027
3742,target_34SEJ_2018-02-19_2018-07-18_313_441_3257_3385_4_84_50_130.npz,35.0,0.062
3743,target_34SEJ_2018-02-19_2018-07-18_697_825_3385_3513_10_90_52_132.npz,25.0,0.02
3744,target_34SEJ_2018-02-19_2018-07-18_697_825_4153_4281_10_90_64_144.npz,34.0,0.04
3745,target_34SEJ_2018-03-01_2018-07-28_1337_1465_3257_3385_20_100_50_130.npz,23.0,0.021
3746,target_34SEJ_2018-03-01_2018-07-28_1721_1849_4409_4537_26_106_68_148.npz,30.0,0.028
3747,target_34SEJ_2018-03-01_2018-07-28_2745_2873_3769_3897_42_122_58_138.npz,23.0,0.036
3748,target_34SEJ_2018-03-11_2018-08-07_3385_3513_313_441_52_132_4_84.npz,33.0,0.049
3749,target_34SEJ_2018-03-11_2018-08-07_4665_4793_1721_1849_72_152_26_106.npz,31.0,0.043
3750,target_34SEJ_2018-03-21_2018-08-17_1465_1593_3257_3385_22_102_50_130.npz,17.0,0.024
3751,target_34SEJ_2018-03-21_2018-08-17_2105_2233_4281_4409_32_112_66_146.npz,21.0,0.024
3752,target_34SEJ_2018-03-21_2018-08-17_2745_2873_4793_4921_42_122_74_154.npz,22.0,0.042
3753,target_34SEJ_2018-03-21_2018-08-17_3385_3513_5305_5433_52_132_82_162.npz,30.0,0.058
3754,target_34SEJ_2018-03-21_2018-08-17_4665_4793_4793_4921_72_152_74_154.npz,29.0,0.04
3755,target_34SEJ_2018-03-31_2018-08-27_953_1081_4281_4409_14_94_66_146.npz,40.0,0.028
3756,target_34SEJ_2018-04-20_2018-09-16_1337_1465_3513_3641_20_100_54_134.npz,25.0,0.019
3757,target_34SEJ_2019-02-24_2019-07-23_1977_2105_3513_3641_30_110_54_134.npz,23.0,0.017
3758,target_34SEJ_2019-05-05_2019-10-01_3001_3129_4793_4921_46_126_74_154.npz,5.0,0.032
3759,target_34SEJ_2019-05-15_2019-10-11_1081_1209_4665_4793_16_96_72_152.npz,11.0,0.036
3760,target_34SEJ_2019-05-15_2019-10-11_569_697_3385_3513_8_88_52_132.npz,12.0,0.036
3761,target_34SEJ_2019-05-25_2019-10-21_1337_1465_3257_3385_20_100_50_130.npz,7.0,0.023
3762,target_34SEJ_2019-05-25_2019-10-21_1465_1593_4409_4537_22_102_68_148.npz,5.0,0.022
3763,target_34SEJ_2019-05-25_2019-10-21_1593_1721_4409_4537_24_104_68_148.npz,6.0,0.015
3764,target_34SEJ_2019-05-25_2019-10-21_1977_2105_3385_3513_30_110_52_132.npz,5.0,0.024
3765,target_34SEJ_2019-05-25_2019-10-21_2617_2745_3769_3897_40_120_58_138.npz,6.0,0.02
3766,target_34SEJ_2019-05-25_2019-10-21_3385_3513_4793_4921_52_132_74_154.npz,6.0,0.01
3767,target_34SEJ_2019-05-25_2019-10-21_3641_3769_4409_4537_56_136_68_148.npz,9.0,0.029
3768,target_34SEJ_2019-05-25_2019-10-21_441_569_4537_4665_6_86_70_150.npz,12.0,0.041
3769,target_34SEJ_2019-05-25_2019-10-21_5049_5177_1849_1977_78_158_28_108.npz,16.0,0.045
3770,target_34SEJ_2019-05-25_2019-10-21_697_825_5049_5177_10_90_78_158.npz,5.0,0.013
3771,target_34SEJ_2019-06-04_2019-10-31_185_313_2233_2361_2_82_34_114.npz,14.0,0.024
3772,target_34SEJ_2019-06-04_2019-10-31_2489_2617_4281_4409_38_118_66_146.npz,10.0,0.024
3773,target_34SEJ_2019-06-04_2019-10-31_313_441_3001_3129_4_84_46_126.npz,15.0,0.052
3774,target_34SEJ_2019-06-04_2019-10-31_3257_3385_185_313_50_130_2_82.npz,19.0,0.056
3775,target_34SEJ_2019-06-14_2019-11-10_1465_1593_5177_5305_22_102_80_160.npz,20.0,0.053
3776,target_34SEJ_2019-06-14_2019-11-10_2105_2233_3257_3385_32_112_50_130.npz,13.0,0.021
3777,target_34SEJ_2019-06-14_2019-11-10_2105_2233_4281_4409_32_112_66_146.npz,14.0,0.031
3778,target_34SEJ_2019-06-14_2019-11-10_313_441_4921_5049_4_84_76_156.npz,16.0,0.031
3779,target_34SEJ_2019-06-14_2019-11-10_3257_3385_5305_5433_50_130_82_162.npz,17.0,0.033
3780,target_34SEJ_2019-06-24_2019-11-20_2617_2745_4153_4281_40_120_64_144.npz,23.0,0.045
3781,target_34SEJ_2019-07-04_2019-11-30_1337_1465_4409_4537_20_100_68_148.npz,34.0,0.03
3782,target_34SEJ_2019-07-04_2019-11-30_1849_1977_2617_2745_28_108_40_120.npz,33.0,0.071
3783,target_34SEJ_2019-07-04_2019-11-30_3257_3385_5177_5305_50_130_80_160.npz,29.0,0.057
3784,target_34SEJ_2019-07-04_2019-11-30_3513_3641_4409_4537_54_134_68_148.npz,32.0,0.047
3785,target_34SEJ_2019-09-12_2020-02-08_2233_2361_4665_4793_34_114_72_152.npz,65.0,0.045
3786,target_34SEJ_2019-10-02_2020-02-28_1465_1593_3641_3769_22_102_56_136.npz,67.0,0.031
3787,target_34SEJ_2019-10-02_2020-02-28_5177_5305_825_953_80_160_12_92.npz,55.0,0.064
3788,target_34SEJ_2019-10-12_2020-03-09_185_313_4921_5049_2_82_76_156.npz,63.0,0.025
3789,target_34SEJ_2019-10-12_2020-03-09_2105_2233_4793_4921_32_112_74_154.npz,55.0,0.027
3790,target_34SEJ_2019-10-12_2020-03-09_441_569_4665_4793_6_86_72_152.npz,68.0,0.028
3791,target_34SEJ_2019-10-12_2020-03-09_5049_5177_1721_1849_78_158_26_106.npz,59.0,0.062
3792,target_34SEJ_2019-10-12_2020-03-09_5049_5177_825_953_78_158_12_92.npz,58.0,0.06
3793,target_34SEJ_2019-11-01_2020-03-29_1337_1465_5305_5433_20_100_82_162.npz,59.0,0.029
3794,target_34SEJ_2019-12-11_2020-05-08_4409_4537_1593_1721_68_148_24_104.npz,48.0,0.06
3795,target_34SEJ_2019-12-11_2020-05-08_4409_4537_4793_4921_68_148_74_154.npz,53.0,0.028
3796,target_34SEJ_2019-12-11_2020-05-08_5049_5177_1337_1465_78_158_20_100.npz,38.0,0.052
3797,target_34SEJ_2019-12-16_2020-05-13_2105_2233_697_825_32_112_10_90.npz,46.0,0.074
3798,target_34SEJ_2019-12-26_2020-05-23_5049_5177_1209_1337_78_158_18_98.npz,42.0,0.051
3799,target_34SEJ_2019-12-31_2020-05-28_2233_2361_1081_1209_34_114_16_96.npz,48.0,0.061
3800,target_34SEJ_2019-12-31_2020-05-28_313_441_4537_4665_4_84_70_150.npz,43.0,0.022
3801,target_34SEJ_2019-12-31_2020-05-28_3897_4025_1209_1337_60_140_18_98.npz,55.0,0.067
3802,target_34SEJ_2019-12-31_2020-05-28_4537_4665_4921_5049_70_150_76_156.npz,52.0,0.038
3803,target_34SEJ_2019-12-31_2020-05-28_697_825_2617_2745_10_90_40_120.npz,31.0,0.019
3804,target_34SEJ_2019-12-31_2020-05-28_953_1081_2617_2745_14_94_40_120.npz,46.0,0.044
3805,target_34SFF_2017-07-01_2017-11-27_313_441_3001_3129_4_84_46_126.npz,35.0,0.075
3806,target_34SFF_2017-07-21_2017-12-17_697_825_2617_2745_10_90_40_120.npz,45.0,0.052
3807,target_34SFF_2017-08-05_2018-01-01_4537_4665_3641_3769_70_150_56_136.npz,50.0,0.091
3808,target_34SFF_2017-08-20_2018-01-16_4665_4793_3897_4025_72_152_60_140.npz,45.0,0.064
3809,target_34SFF_2017-08-30_2018-01-26_953_1081_2489_2617_14_94_38_118.npz,56.0,0.044
3810,target_34SFF_2017-09-09_2018-02-05_1465_1593_4153_4281_22_102_64_144.npz,47.0,0.104
3811,target_34SFF_2018-03-28_2018-08-24_2617_2745_3897_4025_40_120_60_140.npz,9.0,0.01
3812,target_34SFF_2018-04-17_2018-09-13_2105_2233_3641_3769_32_112_56_136.npz,17.0,0.071
3813,target_34SFF_2018-04-17_2018-09-13_2745_2873_4281_4409_42_122_66_146.npz,14.0,0.029
3814,target_34SFF_2018-04-17_2018-09-13_2873_3001_1081_1209_44_124_16_96.npz,9.0,0.025
3815,target_34SFF_2018-04-17_2018-09-13_2873_3001_4281_4409_44_124_66_146.npz,15.0,0.044
3816,target_34SFF_2018-04-27_2018-09-23_2617_2745_4409_4537_40_120_68_148.npz,18.0,0.035
3817,target_34SFF_2018-05-07_2018-10-03_2361_2489_3769_3897_36_116_58_138.npz,22.0,0.075
3818,target_34SFF_2018-05-27_2018-10-23_1593_1721_1721_1849_24_104_26_106.npz,17.0,0.05
3819,target_34SFF_2018-06-06_2018-11-02_1465_1593_3129_3257_22_102_48_128.npz,30.0,0.073
3820,target_34SFF_2018-08-05_2019-01-01_1081_1209_2617_2745_16_96_40_120.npz,54.0,0.046
3821,target_34SFF_2018-08-05_2019-01-01_1209_1337_3385_3513_18_98_52_132.npz,46.0,0.085
3822,target_34SFF_2018-08-05_2019-01-01_1977_2105_3769_3897_30_110_58_138.npz,66.0,0.096
3823,target_34SFF_2018-08-15_2019-01-11_1465_1593_3257_3385_22_102_50_130.npz,47.0,0.064
3824,target_34SFF_2018-08-15_2019-01-11_185_313_1977_2105_2_82_30_110.npz,46.0,0.07
3825,target_34SFF_2018-08-15_2019-01-11_185_313_2361_2489_2_82_36_116.npz,46.0,0.064
3826,target_34SFF_2018-08-15_2019-01-11_1977_2105_3385_3513_30_110_52_132.npz,47.0,0.069
3827,target_34SFF_2018-08-15_2019-01-11_569_697_3001_3129_8_88_46_126.npz,46.0,0.03
3828,target_34SFF_2018-08-15_2019-01-11_57_185_2233_2361_0_80_34_114.npz,46.0,0.064
3829,target_34SFF_2018-08-15_2019-01-11_57_185_3001_3129_0_80_46_126.npz,60.0,0.104
3830,target_34SFF_2018-08-15_2019-01-11_825_953_1721_1849_12_92_26_106.npz,43.0,0.06
3831,target_34SFF_2018-08-25_2019-01-21_2873_3001_1209_1337_44_124_18_98.npz,46.0,0.043
3832,target_34SFF_2018-09-04_2019-01-31_313_441_2105_2233_4_84_32_112.npz,51.0,0.08
3833,target_34SFF_2018-09-14_2019-02-10_1593_1721_3641_3769_24_104_56_136.npz,51.0,0.064
3834,target_34SFF_2018-09-14_2019-02-10_2873_3001_1081_1209_44_124_16_96.npz,49.0,0.07
3835,target_34SFF_2018-09-14_2019-02-10_569_697_2361_2489_8_88_36_116.npz,41.0,0.02
3836,target_34SFF_2018-10-19_2019-03-17_697_825_1465_1593_10_90_22_102.npz,37.0,0.056
3837,target_34SFF_2018-10-24_2019-03-22_569_697_2617_2745_8_88_40_120.npz,44.0,0.047
3838,target_34SFF_2018-10-24_2019-03-22_953_1081_1465_1593_14_94_22_102.npz,35.0,0.04
3839,target_34SFF_2018-12-03_2019-05-01_1081_1209_2873_3001_16_96_44_124.npz,49.0,0.036
3840,target_34SFF_2018-12-03_2019-05-01_825_953_2105_2233_12_92_32_112.npz,41.0,0.034
3841,target_34SFF_2018-12-13_2019-05-11_313_441_1465_1593_4_84_22_102.npz,38.0,0.047
3842,target_34SFF_2018-12-23_2019-05-21_1081_1209_3385_3513_16_96_52_132.npz,43.0,0.065
3843,target_34SFF_2019-01-12_2019-06-10_4409_4537_3897_4025_68_148_60_140.npz,28.0,0.047
3844,target_34SFF_2019-01-22_2019-06-20_1721_1849_3513_3641_26_106_54_134.npz,24.0,0.009
3845,target_34SFF_2019-02-11_2019-07-10_1721_1849_1465_1593_26_106_22_102.npz,31.0,0.062
3846,target_34SFF_2019-02-11_2019-07-10_313_441_2233_2361_4_84_34_114.npz,35.0,0.045
3847,target_34SFF_2019-02-11_2019-07-10_825_953_1849_1977_12_92_28_108.npz,26.0,0.05
3848,target_34SFF_2019-02-26_2019-07-25_1209_1337_3641_3769_18_98_56_136.npz,22.0,0.012
3849,target_34SFF_2019-03-13_2019-08-09_1593_1721_3257_3385_24_104_50_130.npz,20.0,0.007
3850,target_34SFF_2019-03-23_2019-08-19_2105_2233_3897_4025_32_112_60_140.npz,10.0,0.007
3851,target_34SFF_2019-03-23_2019-08-19_2233_2361_3769_3897_34_114_58_138.npz,12.0,0.02
3852,target_34SFF_2019-03-23_2019-08-19_953_1081_3257_3385_14_94_50_130.npz,18.0,0.049
3853,target_34SFF_2019-03-28_2019-08-24_697_825_1593_1721_10_90_24_104.npz,27.0,0.063
3854,target_34SFF_2019-04-02_2019-08-29_1465_1593_3513_3641_22_102_54_134.npz,11.0,0.001
3855,target_34SFF_2019-04-22_2019-09-18_1081_1209_2105_2233_16_96_32_112.npz,9.0,0.035
3856,target_34SFF_2019-05-02_2019-09-28_4281_4409_3897_4025_66_146_60_140.npz,10.0,0.003
3857,target_34SFF_2019-05-02_2019-09-28_441_569_1593_1721_6_86_24_104.npz,14.0,0.018
3858,target_34SFF_2019-05-12_2019-10-08_3897_4025_3769_3897_60_140_58_138.npz,20.0,0.045
3859,target_34SFF_2019-05-22_2019-10-18_1081_1209_3385_3513_16_96_52_132.npz,26.0,0.041
3860,target_34SFF_2019-05-22_2019-10-18_1337_1465_1465_1593_20_100_22_102.npz,25.0,0.042
3861,target_34SFF_2019-05-22_2019-10-18_3897_4025_3641_3769_60_140_56_136.npz,24.0,0.05
